OriginInstruction,Instruction,Summary,Category,User story
"{""instruction"": ""Categorize the following list into common greetings and common parting words: goodbye, hi, hiya, howdy, see ya, what's up, i'm out, how are you, how are you doing, peace, sup, talk to you later, see you soon, have a good one"", ""context"": """", ""response"": ""Common greetings: hi, hiya, howdy, what's up, how are you, how are you doing, sup\nCommon parting words: goodbye, see ya, i'm out, peace, talk to you later, see you soon, have a good one"", ""category"": ""classification""}","Definition: In this task, categorize each phrase as either a common greeting or a common parting word. Emphasis & Caution: - Things to avoid: Avoid adding explanations or extra details beyond classifying each phrase as ""Greeting"" or ""Parting Word.""",Classify each phrase as either a greeting or a parting word.,Commonsense Classification,"As a classification worker, I want to identify whether each phrase is a greeting or a parting word, so that I can help categorize phrases by their conversational use."
"{""instruction"": ""classify the following spending items as either grocery, entertainment, food & drink, travel, bills: caltrain, train, nijiya market, dinner, internet bill, plane, boba, bar"", ""context"": """", ""response"": ""bar should be food & drink, boba should be food & drink, plane should be travel, dinner should be food & drink, nijiya market should be grocery, caltrain should be travel"", ""category"": ""classification""}","Definition: In this task, classify each listed spending item as either ""grocery,"" ""entertainment,"" ""food & drink,"" ""travel,"" or ""bills."" Emphasis & Caution: - Things to avoid: -",Classify each spending item by category.,Commonsense Classification,"As a classification worker, I want to categorize each spending item to help organize expenses by type."
"{""instruction"": ""Identify which instrument is string or percussion: Ikembe, Cimbalom"", ""context"": """", ""response"": ""Cimbalom is string, Ikembe is percussion."", ""category"": ""classification""}","Definition: In this task, identify which of the provided instruments belongs to the string category and which to the percussion category. Carefully review each instrument name and categorize it as either string or percussion. Emphasis & Caution: - Things to avoid: -",Classify each instrument as string or percussion.,Commonsense Classification,"As a music categorization worker, I want to correctly classify each instrument by its type (string or percussion)."
"{""instruction"": ""Classify each of the following as either a single digit or a double digit number: 8, 4, 1, 12, 87, 65, 3, 5, 45, 97, 6, 2, 34, 71, 9, 48, 0, 7, 31, 50."", ""context"": """", ""response"": ""Single digits include: 0, 1, 2, 3, 4, 5, 6, 7, 8, 9.\nDouble digits include: 12, 31, 34, 45, 48, 50, 65, 71, 87, 97."", ""category"": ""classification""}","Definition: In this task, classify each provided number as either a single-digit or a double-digit number. Carefully review each number and categorize it accordingly. Emphasis & Caution: - Things to avoid: -",Classify each number as single-digit or double-digit.,Commonsense Classification,"As a number classification worker, I want to categorize each number by its digit length (single or double)."
"{""instruction"": ""Which of these forms of Bay Area transit are AC Transit bus lines and which are trains: Caltrain, BART, 51B, 36, 51A, 79, VTA Light Rail."", ""context"": """", ""response"": ""The trains are the Caltrain, BART, and VTA Light Rail, and the bus lines are the 51B, 36, 51A, and 79."", ""category"": ""classification""}","Definition: In this task, identify which of the provided Bay Area transit options are AC Transit bus lines and which are trains. Carefully review each option and categorize it as either a bus line or a train. Emphasis & Caution: - Things to avoid: -",Classify each transit option as either a bus line or a train.,Commonsense Classification,"As a transit classifier, I want to categorize each transit option as either an AC Transit bus line or a train."
"{""instruction"": ""Which characters belong to DC or Marvel Universe? Captain America, Stargirl, Superman"", ""context"": """", ""response"": ""Superman and Stargirl is DC, Captain America is Marvel"", ""category"": ""classification""}","Definition: In this task, identify which of the provided characters belong to the DC Universe and which belong to the Marvel Universe. Carefully review each character name and categorize it as either DC or Marvel. Emphasis & Caution: - Things to avoid: -",Classify each character as either DC or Marvel.,Commonsense Classification,"As a character classifier, I want to categorize each character as belonging to either the DC or Marvel Universe."
"{""instruction"": ""classify each of the following as a US state or US state capital: Atlanta, Washington, Boston, Iowa, Sacramento, Alaska"", ""context"": """", ""response"": ""US States: Washington, Iowa, Alaska\nUS State Capitals: Atlanta, Boston, Sacramento"", ""category"": ""classification""}","Definition: In this task, identify which of the provided names are US states and which are US state capitals. Carefully review each name and categorize it accordingly. Emphasis & Caution: - Things to avoid: -",Classify each as either a US state or a state capital.,Commonsense Classification,"As a location classifier, I want to categorize each name as either a US state or a state capital."
"{""instruction"": ""Which is a species of fish? Toadfish or Toad"", ""context"": """", ""response"": ""Toadfish"", ""category"": ""classification""}","Definition: In this task, determine which of the provided options is a species of fish. Review the options carefully and select the correct answer. Emphasis & Caution: - Things to avoid: -",Identify which option is a species of fish.,Commonsense Classification,"As a species classifier, I want to identify which option represents a species of fish."
"{""instruction"": ""Identify which car manufacturer is French or American: Alpine, Cadillac"", ""context"": """", ""response"": ""Cadillac is American, Alpine is French"", ""category"": ""classification""}","Definition: In this task, identify whether each listed car manufacturer is French or American. Carefully review each manufacturer name and categorize it accordingly. Emphasis & Caution: - Things to avoid: -",Classify each car manufacturer as either French or American.,Commonsense Classification,"As a car manufacturer classifier, I want to categorize each manufacturer as either French or American."
"{""instruction"": ""Classify the cities based on whether they are located in Namibia or Lithuania.\nKlaipėda, Oshakati, Kaunas, Windhoek, Vilnius, Rundu"", ""context"": """", ""response"": ""Namibia - Windhoek, Rundu, Oshakati\nLithuania - Vilnius, Kaunas, Klaipėda"", ""category"": ""classification""}","Definition: In this task, classify each listed city based on whether it is located in Namibia or Lithuania. Carefully review each city name and categorize it accordingly. Emphasis & Caution: - Things to avoid: -",Classify each city as either in Namibia or Lithuania.,Commonsense Classification,"As a city classifier, I want to categorize each city as either in Namibia or Lithuania."
